Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2015,Acura,TLX,49300,15789.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Unknown,"Los Angeles, CA",0
2017,Acura,TLX,38218,19950.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Gray,Black,"Sterling, VA",1
2018,Acura,TLX,49532,17600.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Alexandria, VA",0
2018,Acura,TLX,13883,28997.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Brown,"Clinton, NJ",1
2018,Acura,TLX,28541,20450.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Buford, GA",1
2018,Acura,TLX,11100,31995.0,FWD,3.5L V-6,3.5L FWD with Advance Package,White,Black,"Honolulu, HI",0
2019,Acura,TLX,3258,31578.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Gray,Black,"Cerritos, CA",0
2020,Acura,TLX,2505,29601.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Beige,"West Chester, PA",0
2017,Acura,TLX,13279,20492.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Beaumont, TX",0
2016,Acura,TLX,54878,15647.0,FWD,2.4L Inline-4,FWD,Gray,Black,"Marysville, OH",0
2017,Acura,TLX,29196,19525.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Beige,"Virginia Beach, VA",0
2020,Acura,TLX,1950,30991.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Morton Grove, IL",0
2017,Acura,TLX,16626,26536.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,White,Brown,"West Chester, PA",0
2017,Acura,TLX,22156,18480.0,FWD,2.4L Inline-4,I4 FWD,Unknown,Unknown,"San Antonio, TX",0
2017,Acura,TLX,29753,17700.0,FWD,2.4L Inline-4,I4 FWD,Gray,Gray,"Falls Church, VA",0
2017,Acura,TLX,28335,24995.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Black,"Portland, OR",0
2020,Acura,TLX,55,26888.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"Montgomeryville, PA",0
2017,Acura,TLX,24310,19000.0,FWD,2.4L Inline-4,I4 FWD,White,Beige,"Indianapolis, IN",0
2018,Acura,TLX,10803,29000.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Gray,Black,"Independence, MO",0
2019,Acura,TLX,6564,33300.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Red,"Fremont, CA",0
2015,Acura,TLX,44396,17000.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Ellicott City, MD",0
2016,Acura,TLX,48153,16000.0,FWD,2.4L Inline-4,FWD,White,Unknown,"Bentonville, AR",1
2017,Acura,TLX,20411,18495.0,FWD,2.4L Inline-4,I4 FWD,Gray,Gray,"Pelham, AL",0
2017,Acura,TLX,23274,24229.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Hoffman Estates, IL",0
2020,Acura,TLX,6663,29500.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Blue,Black,"St Louis, MO",1
2015,Acura,TLX,100125,14000.0,FWD,3.5L V-6,V6 FWD with Advance Package,White,Gray,"Warner Robins, GA",0
2017,Acura,TLX,17179,25844.0,FWD,3.5L V-6,V6 FWD with Advance Package,Blue,Gray,"Duluth, GA",0
2018,Acura,TLX,38757,21999.0,FWD,3.5L V-6,3.5L FWD,Silver,Black,"Berlin, CT",0
2017,Acura,TLX,37767,18125.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Chicago, IL",0
2017,Acura,TLX,20326,20210.0,FWD,3.5L V-6,V6 FWD,Red,Unknown,"Moreno Valley, CA",0
2019,Acura,TLX,13764,26000.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Unknown,"Santa Rosa, CA",0
2015,Acura,TLX,29844,19012.0,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Unknown,"Littleton, CO",0
2017,Acura,TLX,28915,17500.0,FWD,2.4L Inline-4,I4 FWD,Black,Beige,"Dallas, TX",1
2017,Acura,TLX,31613,19720.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Black,"Middletown, CT",0
2017,Acura,TLX,33837,19528.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Hoffman Estates, IL",0
2015,Acura,TLX,34111,18682.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Greenville, NC",1
2015,Acura,TLX,62817,17599.0,FWD,2.4L Inline-4,FWD,Unknown,Unknown,"Lakewood, WA",0
2015,Acura,TLX,81060,15990.0,FWD,2.4L Inline-4,FWD,Gray,Black,"Racine, WI",0
2015,Acura,TLX,77338,13500.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Elgin, IL",0
2016,Acura,TLX,53918,18698.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Lindenhurst, IL",0
2017,Acura,TLX,19615,21415.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Grayslake, IL",0
2018,Acura,TLX,19404,27990.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Red,Unknown,"Ballwin, MO",0
2015,Acura,TLX,66119,14477.0,FWD,2.4L Inline-4,FWD with Technology Package,Unknown,Unknown,"Gurnee, IL",1
2018,Acura,TLX,43289,24950.0,FWD,3.5L V-6,3.5L FWD with Advance Package,White,Brown,"Ballwin, MO",0
2018,Acura,TLX,12105,27323.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Hazelwood, MO",1
2017,Acura,TLX,25149,20000.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Gray,Black,"St. Louis, MO",0
2016,Acura,TLX,36297,20690.0,FWD,3.5L V-6,V6 FWD,Gray,Gray,"Manchester, MO",0
2018,Acura,TLX,25033,24795.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Manchester, MO",0
2019,Acura,TLX,4189,33490.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Black,"Manchester, MO",0
2018,Acura,TLX,11303,30790.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Black,"Manchester, MO",0
2018,Acura,TLX,23693,27995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Manchester, MO",0
2017,Acura,TLX,15788,26240.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,White,Black,"Manchester, MO",0
2019,Acura,TLX,4168,34090.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Black,"Manchester, MO",0
2018,Acura,TLX,41227,25510.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Gray,"Manchester, MO",0
2019,Acura,TLX,3748,34090.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Blue,Black,"Manchester, MO",0
2020,Acura,TLX,11910,26988.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Black,"Hoffman Estates, IL",0
2018,Acura,TLX,14354,29997.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Red,"Hoffman Estates, IL",0
2017,Acura,TLX,8288,22321.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Brown,"Hoffman Estates, IL",0
2020,Acura,TLX,4903,34474.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,14318,35674.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,White,Black,"Hoffman Estates, IL",0
2016,Acura,TLX,31369,20788.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,17236,36547.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,Black,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,33837,19528.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Hoffman Estates, IL",0
2017,Acura,TLX,17916,18988.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,16088,23894.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,35417,18232.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,1410,26988.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"Hoffman Estates, IL",0
2017,Acura,TLX,18246,19579.0,FWD,2.4L Inline-4,I4 FWD,White,Brown,"Hoffman Estates, IL",0
2015,Acura,TLX,76718,16776.0,FWD,3.5L V-6,V6 FWD with Advance Package,Silver,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,23274,24229.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Hoffman Estates, IL",0
2017,Acura,TLX,26955,22988.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,27276,23721.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Gray,"Hoffman Estates, IL",0
2017,Acura,TLX,4354,23198.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Hoffman Estates, IL",0
2015,Acura,TLX,33867,16988.0,FWD,2.4L Inline-4,FWD with Technology Package,Blue,Gray,"Hoffman Estates, IL",0
2017,Acura,TLX,73654,15797.0,FWD,3.5L V-6,V6 FWD,Black,Black,"Hoffman Estates, IL",0
2019,Acura,TLX,17050,25989.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,38213,16798.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Hoffman Estates, IL",1
2016,Acura,TLX,95015,15499.0,FWD,3.5L V-6,V6 FWD,White,Brown,"Hoffman Estates, IL",2
2017,Acura,TLX,17930,20211.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Gray,"Hoffman Estates, IL",0
2020,Acura,TLX,5079,25999.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,13008,23988.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,7698,35978.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Black,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,31851,19770.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,25869,18588.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,5136,26998.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,3033,30998.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Hoffman Estates, IL",0
2019,Acura,TLX,6904,27988.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,9048,35996.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Blue,Black,"Hoffman Estates, IL",0
2016,Acura,TLX,36066,19250.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Hoffman Estates, IL",0
2016,Acura,TLX,40312,21656.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Black,"Hoffman Estates, IL",0
2019,Acura,TLX,11790,28999.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,White,Red,"Schaumburg, IL",0
2015,Acura,TLX,41557,16888.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Unknown,"Palatine, IL",0
2017,Acura,TLX,20328,17426.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Libertyville, IL",0
2019,Acura,TLX,7228,32998.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"Palatine, IL",1
2020,Acura,TLX,4921,25698.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Palatine, IL",0
2018,Acura,TLX,20391,23998.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Gray,"Palatine, IL",0
2020,Acura,TLX,2703,30698.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,Unknown,Unknown,"Palatine, IL",0
2017,Acura,TLX,42192,21662.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Cockeysville, MD",0
2017,Acura,TLX,34249,17797.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Miami, FL",1
2019,Acura,TLX,9385,28247.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Cockeysville, MD",0
2017,Acura,TLX,39632,19790.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Frederick, MD",0
2017,Acura,TLX,46728,16250.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Avenel, NJ",0
2020,Acura,TLX,403,27310.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Arlington, TX",0
2020,Acura,TLX,4903,34474.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Black,"Hoffman Estates, IL",0
2016,Acura,TLX,38209,19999.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Unknown,Unknown,"Smyrna, DE",0
2017,Acura,TLX,56086,16400.0,FWD,2.4L Inline-4,I4 FWD,Red,Beige,"Falls Church, VA",0
2019,Acura,TLX,19980,31900.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"San Luis Obispo, CA",0
2017,Acura,TLX,33360,24488.0,FWD,3.5L V-6,V6 FWD with Advance Package,White,Brown,"Boise, ID",0
2017,Acura,TLX,29790,18999.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Gray,"Stanton, CA",0
2018,Acura,TLX,39115,26192.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Black,"Cincinnati, OH",0
2019,Acura,TLX,15833,26991.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,Black,Red,"Avenel, NJ",0
2020,Acura,TLX,3856,29947.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"Delray Beach, FL",0
2017,Acura,TLX,31781,17700.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"Falls Church, VA",0
2018,Acura,TLX,26287,21769.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Newport News, VA",0
2019,Acura,TLX,5229,28998.0,FWD,3.5L V-6,3.5L FWD with Advance Package,Silver,Black,"Elmhurst, IL",0
2017,Acura,TLX,36965,18490.0,FWD,3.5L V-6,V6 FWD,Black,Unknown,"Marietta, GA",0
2017,Acura,TLX,32394,17887.0,FWD,2.4L Inline-4,I4 FWD,Silver,Gray,"Arlington, TX",0
2016,Acura,TLX,29155,19495.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Fairfax, VA",0
2019,Acura,TLX,10178,27991.0,FWD,3.5L V-6,3.5L FWD,Black,Beige,"Chamblee, GA",0
2019,Acura,TLX,5168,25588.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Miami, FL",0
2017,Acura,TLX,36512,22949.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Gray,"Chantilly, VA",0
2017,Acura,TLX,37690,16779.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"Freehold, NJ",0
2017,Acura,TLX,19291,21130.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Rancho Cordova, CA",0
2017,Acura,TLX,36544,,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Santa Fe, NM",0
2015,Acura,TLX,75368,14498.0,FWD,2.4L Inline-4,FWD with Technology Package,Silver,Black,"Charlottesville, VA",0
2017,Acura,TLX,42276,15988.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"Yonkers, NY",1
2016,Acura,TLX,38252,19500.0,FWD,3.5L V-6,V6 FWD,Silver,Gray,"Mobile, AL",0
2017,Acura,TLX,42192,21662.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Cockeysville, MD",0
2017,Acura,TLX,34249,17797.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Miami, FL",1
2017,Acura,TLX,13389,19421.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Louisville, KY",0
2020,Acura,TLX,55,26888.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"Montgomeryville, PA",0
2019,Acura,TLX,5299,25488.0,FWD,2.4L Inline-4,2.4L FWD,Red,Beige,"Athens, GA",0
2019,Acura,TLX,14442,23477.0,FWD,2.4L Inline-4,2.4L FWD,Silver,Black,"Schaumburg, IL",1
2017,Acura,TLX,36965,18490.0,FWD,3.5L V-6,V6 FWD,Black,Unknown,"Marietta, GA",0
2016,Acura,TLX,40105,18950.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Gray,"Buford, GA",1
2018,Acura,TLX,43418,20900.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Marlow Heights, MD",0
2018,Acura,TLX,29934,21952.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Morton Grove, IL",0
2016,Acura,TLX,47922,14995.0,FWD,3.5L V-6,V6 FWD,Black,Gray,"Brooklyn, NY",1
2018,Acura,TLX,20821,23996.0,FWD,3.5L V-6,3.5L FWD,Gray,Gray,"Dallas, TX",0
2017,Acura,TLX,36512,22949.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Gray,"Chantilly, VA",0
2017,Acura,TLX,19291,21130.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Rancho Cordova, CA",0
2019,Acura,TLX,3899,24899.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Black,"Boise, ID",0
2017,Acura,TLX,29790,18999.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Gray,"Stanton, CA",0
2016,Acura,TLX,38209,19999.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Unknown,Unknown,"Smyrna, DE",0
2020,Acura,TLX,27,30218.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Arlington, TX",0
2020,Acura,TLX,2127,26998.0,FWD,2.4L Inline-4,2.4L FWD,Black,Black,"Arlington, TX",0
2017,Acura,TLX,24415,18994.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Mt. Juliet, TN",0
2017,Acura,TLX,28175,20188.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Brown,"Rochelle Park, NJ",0
2017,Acura,TLX,45548,17448.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"Arlington, TX",0
2019,Acura,TLX,5215,38799.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,Black,Unknown,"Tustin, CA",0
2017,Acura,TLX,72548,15359.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Arlington, TX",0
2017,Acura,TLX,40993,19133.0,FWD,3.5L V-6,V6 FWD,Black,Gray,"Fairfield, OH",0
2017,Acura,TLX,46774,17295.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"Simi Valley, CA",0
2019,Acura,TLX,10178,27991.0,FWD,3.5L V-6,3.5L FWD,Black,Beige,"Chamblee, GA",0
2018,Acura,TLX,45357,28000.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,Black,Unknown,"Indianapolis, IN",0
2016,Acura,TLX,40312,21656.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Black,"Hoffman Estates, IL",0
2017,Acura,TLX,37864,15641.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"West Palm Beach, FL",0
2018,Acura,TLX,34620,22023.0,FWD,2.4L Inline-4,2.4L FWD,Black,Black,"Greensboro, NC",0
2017,Acura,TLX,46164,22875.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Westmont, IL",0
2017,Acura,TLX,42317,16884.0,FWD,2.4L Inline-4,I4 FWD,Silver,Brown,"Dallas, TX",1
2019,Acura,TLX,10560,34958.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Red,Black,"Peoria, IL",0
2019,Acura,TLX,12095,29318.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,Red,Black,"Las Vegas, NV",0
2017,Acura,TLX,52728,15987.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Beige,"McKinney, TX",1
2017,Acura,TLX,26570,,FWD,3.5L V-6,V6 FWD with Technology Package,White,Gray,"Santa Fe, NM",0
2020,Acura,TLX,4217,25981.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"Bethesda, MD",0
2020,Acura,TLX,11910,26988.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Black,"Hoffman Estates, IL",0
2020,Acura,TLX,2792,37500.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Black,Unknown,"Maple Shade, NJ",0
2018,Acura,TLX,9847,24890.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Unknown,"St Louis, MO",0
2020,Acura,TLX,4162,29598.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Black,"Cerritos, CA",0
2019,Acura,TLX,11957,23798.0,FWD,2.4L Inline-4,2.4L FWD,Silver,Gray,"Chantilly, VA",0
2017,Acura,TLX,38767,15641.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"West Palm Beach, FL",0
2019,Acura,TLX,9580,31868.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Blue,Black,"Fairfax, VA",0
2017,Acura,TLX,46728,16250.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Avenel, NJ",0
2020,Acura,TLX,403,27310.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Arlington, TX",0
2017,Acura,TLX,40150,19488.0,FWD,3.5L V-6,V6 FWD,White,Brown,"Ardmore, PA",0
2016,Acura,TLX,38252,19500.0,FWD,3.5L V-6,V6 FWD,Silver,Gray,"Mobile, AL",0
2017,Acura,TLX,17045,24000.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Baltimore, MD",0
2017,Acura,TLX,16565,,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Unknown,"Santa Fe, NM",0
2017,Acura,TLX,20299,24990.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Beige,"Sugar Land, TX",0
2019,Acura,TLX,7441,33800.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Red,Black,"Laurel, MD",0
2017,Acura,TLX,36472,17950.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Temple Hills, MD",1
2020,Acura,TLX,5644,30090.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Gray,"Arlington, TX",0
2020,Acura,TLX,3856,29947.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"Delray Beach, FL",0
2016,Acura,TLX,46159,15000.0,FWD,2.4L Inline-4,FWD,Silver,Gray,"Bristol, CT",0
2020,Acura,TLX,7000,33501.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Gray,Black,"Little Rock, AR",0
2017,Acura,TLX,49001,21790.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Black,"Temple Hills, MD",1
2018,Acura,TLX,25033,24795.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Manchester, MO",0
2015,Acura,TLX,60392,15999.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Westmont, IL",0
2020,Acura,TLX,22461,25000.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Westmont, IL",0
2018,Acura,TLX,21793,28994.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Black,Black,"Morton Grove, IL",0
2018,Acura,TLX,29934,21952.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Morton Grove, IL",0
2020,Acura,TLX,250,31591.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Morton Grove, IL",0
2020,Acura,TLX,1580,30899.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"Morton Grove, IL",0
2020,Acura,TLX,2347,29999.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Morton Grove, IL",0
2019,Acura,TLX,112,32999.0,SH-AWD,3.5L V-6,3.5L SH-AWD,White,Black,"Morton Grove, IL",1
2018,Acura,TLX,25027,24999.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Morton Grove, IL",0
2017,Acura,TLX,18397,20299.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Morton Grove, IL",0
2020,Acura,TLX,2577,27999.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Morton Grove, IL",0
2020,Acura,TLX,2200,29999.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Morton Grove, IL",0
2020,Acura,TLX,1771,25899.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Morton Grove, IL",0
2020,Acura,TLX,1950,30991.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Morton Grove, IL",0
2018,Acura,TLX,5063,27999.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Unknown,Unknown,"Morton Grove, IL",0
2018,Acura,TLX,16737,26499.0,FWD,3.5L V-6,3.5L FWD,Black,Black,"Morton Grove, IL",1
2017,Acura,TLX,50570,18495.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Gray,"Collinsville, IL",0
2017,Acura,TLX,35437,16995.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Chicago, IL",0
2017,Acura,TLX,27172,16995.0,FWD,2.4L Inline-4,I4 FWD,Red,Beige,"Chicago, IL",0
2016,Acura,TLX,17503,17500.0,FWD,2.4L Inline-4,FWD,White,Gray,"Lincolnwood, IL",0
2020,Acura,TLX,5888,28750.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Black,Black,"Orland Park, IL",0
2017,Acura,TLX,39412,19980.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Brown,"Burbank, IL",0
2016,Acura,TLX,37213,19980.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Brown,"Burbank, IL",0
2017,Acura,TLX,27721,18795.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Black,"Chicago, IL",0
2015,Acura,TLX,68844,15995.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Black,"Chicago, IL",1
2017,Acura,TLX,26499,21450.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Brown,"Chicago, IL",1
2017,Acura,TLX,20985,19200.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Gray,"Chicago, IL",0
2017,Acura,TLX,18994,19495.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Black,"Chicago, IL",0
2019,Acura,TLX,3163,30950.0,FWD,3.5L V-6,3.5L FWD with Advance Package,Red,Black,"Chicago, IL",0
2015,Acura,TLX,35239,15950.0,FWD,2.4L Inline-4,FWD,White,Black,"Chicago, IL",0
2018,Acura,TLX,25033,24795.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Manchester, MO",0
2017,Acura,TLX,72548,15359.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Arlington, TX",0
2017,Acura,TLX,46774,17295.0,FWD,2.4L Inline-4,I4 FWD,Silver,Black,"Simi Valley, CA",0
2017,Acura,TLX,37864,15641.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"West Palm Beach, FL",0
