Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2017,Acura,TLX,30682,21798.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Egg Harbor Township, NJ",0
2016,Acura,TLX,73681,13941.0,FWD,2.4L Inline-4,FWD with Technology Package,White,Black,"West Palm Beach, FL",1
2017,Acura,TLX,13504,21388.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Unknown,"Pembroke Pines, FL",0
2015,Acura,TLX,66417,15250.0,FWD,2.4L Inline-4,FWD with Technology Package,Unknown,Unknown,"Tempe, AZ",0
2017,Acura,TLX,33683,22990.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Red,Black,"Randallstown, MD",0
2019,Acura,TLX,18556,27941.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"West Palm Beach, FL",0
2017,Acura,TLX,37168,23250.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Gray,Unknown,"Westminster, MD",0
2020,Acura,TLX,1410,26988.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"Hoffman Estates, IL",0
2018,Acura,TLX,40185,26740.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Black,Brown,"Rochelle Park, NJ",0
2017,Acura,TLX,26356,18871.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Willimantic, CT",0
2019,Acura,TLX,4921,34987.0,FWD,3.5L V-6,3.5L FWD with Advance Package,Black,Brown,"Miami, FL",0
2016,Acura,TLX,30046,19499.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Verona, NJ",0
2017,Acura,TLX,9200,24800.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Gray,"St Louis, MO",0
2019,Acura,TLX,18556,27941.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"West Palm Beach, FL",0
2017,Acura,TLX,59191,16470.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Stone Mountain, GA",0
2018,Acura,TLX,11802,29995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Black,"Honolulu, HI",0
2019,Acura,TLX,9682,33299.0,FWD,3.5L V-6,3.5L FWD with Advance Package,Gray,Gray,"Knoxville, TN",0
2017,Acura,TLX,31959,20600.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Silver,Black,"Laurel, MD",0
2017,Acura,TLX,27405,,FWD,2.4L Inline-4,I4 FWD with Technology Package,Unknown,Unknown,"Westmont, IL",0
2017,Acura,TLX,39425,21950.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Black,"Frederick, MD",0
2017,Acura,TLX,20480,21439.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Louisville, KY",0
2017,Acura,TLX,28039,18200.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Silver,Black,"Old Bridge, NJ",1
2017,Acura,TLX,43922,20500.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Silver,Gray,"Durham, NC",0
2017,Acura,TLX,22475,20975.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Chicago, IL",0
2017,Acura,TLX,23265,19985.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Black,"Virginia Beach, VA",0
2017,Acura,TLX,33070,21947.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Brown,"Chantilly, VA",0
2017,Acura,TLX,32309,18496.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Oklahoma City, OK",0
2016,Acura,TLX,73681,13941.0,FWD,2.4L Inline-4,FWD with Technology Package,White,Black,"West Palm Beach, FL",1
2017,Acura,TLX,33683,22990.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Red,Black,"Randallstown, MD",0
2020,Acura,TLX,7142,28000.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"St Louis, MO",0
2017,Acura,TLX,37168,23250.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Gray,Unknown,"Westminster, MD",0
2017,Acura,TLX,30682,21798.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Egg Harbor Township, NJ",0
2020,Acura,TLX,5135,34809.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Black,"Naperville, IL",0
2016,Acura,TLX,78427,,FWD,2.4L Inline-4,FWD,Black,Unknown,"Brooklyn, NY",0
2015,Acura,TLX,149028,10995.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Black,"Raleigh, NC",0
2018,Acura,TLX,10863,29995.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"Honolulu, HI",0
2016,Acura,TLX,97733,16900.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Gray,Black,"Westmont, IL",0
2018,Acura,TLX,27600,28991.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Red,"Marietta, GA",0
2017,Acura,TLX,71219,17000.0,FWD,3.5L V-6,V6 FWD,White,Brown,"Norfolk, VA",0
2017,Acura,TLX,16019,23470.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Red,Beige,"Frankfort, KY",0
2017,Acura,TLX,30406,24000.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Little Rock, AR",0
2019,Acura,TLX,11639,28995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Red,Black,"Austin, TX",0
2016,Acura,TLX,53617,17900.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Black,"Plano, TX",0
2017,Acura,TLX,69740,18274.0,FWD,3.5L V-6,V6 FWD,Silver,Gray,"Duluth, GA",0
2018,Acura,TLX,47672,23900.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Unknown,"Durham, NC",0
2016,Acura,TLX,31899,18400.0,FWD,3.5L V-6,V6 FWD,Black,Unknown,"Fort Worth, TX",0
2019,Acura,TLX,22851,26145.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Pembroke Pines, FL",0
2019,Acura,TLX,4186,37995.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Black,Black,"Brentwood, TN",0
2017,Acura,TLX,13454,18871.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Willimantic, CT",0
2017,Acura,TLX,32630,25909.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Red,Beige,"Naperville, IL",2
2018,Acura,TLX,36737,21999.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Los Angeles, CA",0
2017,Acura,TLX,17577,24321.0,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Beige,"Cockeysville, MD",0
2017,Acura,TLX,23209,20500.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Verona, NJ",0
2017,Acura,TLX,31538,16995.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Colonia, NJ",0
2017,Acura,TLX,31615,19000.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Gray,Unknown,"Sewell, NJ",0
2017,Acura,TLX,45012,20396.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"East Providence, RI",0
2020,Acura,TLX,5135,34809.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Black,"Naperville, IL",0
2017,Acura,TLX,33976,18995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Gray,"Bountiful, UT",1
2017,Acura,TLX,36832,16484.0,FWD,3.5L V-6,V6 FWD,Unknown,Unknown,"Jacksonville, FL",0
2015,Acura,TLX,114025,,FWD,3.5L V-6,V6 FWD,White,Unknown,"Brooklyn, NY",0
2017,Acura,TLX,24153,20915.0,FWD,3.5L V-6,V6 FWD,White,Black,"Miami, FL",0
2019,Acura,TLX,11517,27792.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Phoenix, AZ",0
2017,Acura,TLX,31201,22650.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Rosedale, MD",0
2018,Acura,TLX,11802,29995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Black,"Honolulu, HI",0
2016,Acura,TLX,26131,18950.0,FWD,2.4L Inline-4,FWD,Silver,Gray,"Frederick, MD",0
2017,Acura,TLX,15978,21795.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Harvey, LA",0
2017,Acura,TLX,45947,18749.0,FWD,3.5L V-6,V6 FWD,White,Black,"Rochester, NY",0
2020,Acura,TLX,6955,30500.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"St Louis, MO",0
2017,Acura,TLX,21889,18781.0,FWD,2.4L Inline-4,I4 FWD,Gray,Gray,"Katy, TX",0
2020,Acura,TLX,1920,29500.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"St Louis, MO",0
2015,Acura,TLX,57508,15643.0,FWD,2.4L Inline-4,FWD,White,Gray,"Metairie, LA",0
2017,Acura,TLX,19716,15988.0,FWD,3.5L V-6,V6 FWD,White,Unknown,"Columbus, OH",1
2017,Acura,TLX,32309,18496.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Oklahoma City, OK",0
2019,Acura,TLX,31049,23997.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Downers Grove, IL",0
2019,Acura,TLX,18954,21995.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Colonia, NJ",0
2017,Acura,TLX,15640,21998.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Gray,"Maumee, OH",0
2019,Acura,TLX,11639,28995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Red,Black,"Austin, TX",0
2017,Acura,TLX,35888,23775.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Brown,"Canton, CT",0
2019,Acura,TLX,22851,26145.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Pembroke Pines, FL",0
2018,Acura,TLX,16128,29140.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Unknown,Unknown,"Phoenix, AZ",0
2017,Acura,TLX,15978,21795.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Harvey, LA",0
2017,Acura,TLX,22372,20991.0,FWD,3.5L V-6,V6 FWD,Red,Unknown,"Minneapolis, MN",0
2017,Acura,TLX,17057,23000.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"White Marsh, MD",0
2017,Acura,TLX,36870,21836.0,FWD,3.5L V-6,V6 FWD with Technology Package,Brown,Brown,"Louisville, KY",0
2015,Acura,TLX,69335,17498.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Black,"New Castle, DE",0
2015,Acura,TLX,39106,17000.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Gray,"Mt. Prospect, IL",0
2016,Acura,TLX,31899,18400.0,FWD,3.5L V-6,V6 FWD,Black,Unknown,"Fort Worth, TX",0
2017,Acura,TLX,21926,21487.0,FWD,3.5L V-6,V6 FWD,Black,Black,"Langhorne, PA",0
2017,Acura,TLX,27880,21791.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Langhorne, PA",0
2018,Acura,TLX,21586,29721.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Gray,Gray,"Cockeysville, MD",0
2018,Acura,TLX,10863,29995.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"Honolulu, HI",0
2018,Acura,TLX,36993,21000.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Gray,"Chantilly, VA",0
2018,Acura,TLX,27600,28991.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Red,"Marietta, GA",0
2017,Acura,TLX,56442,15850.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Dublin, OH",2
2017,Acura,TLX,18339,20495.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Nanuet, NY",0
2015,Acura,TLX,50456,15600.0,FWD,2.4L Inline-4,FWD with Technology Package,White,Brown,"Hollywood, FL",1
2020,Acura,TLX,6955,30500.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"St Louis, MO",0
2017,Acura,TLX,51608,17799.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Red,Black,"Margate, FL",1
2017,Acura,TLX,48139,24688.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Black,"Langhorne, PA",0
2017,Acura,TLX,25850,18996.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"East Brunswick, NJ",0
2015,Acura,TLX,43463,18500.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Unknown,Black,"Indianapolis, IN",0
2018,Acura,TLX,20085,25777.0,FWD,2.4L Inline-4,2.4L FWD,Black,Black,"Honolulu, HI",0
2016,Acura,TLX,26131,18950.0,FWD,2.4L Inline-4,FWD,Silver,Gray,"Frederick, MD",0
2017,Acura,TLX,57218,19999.0,FWD,3.5L V-6,V6 FWD,Gray,Unknown,"Fresno, CA",0
2017,Acura,TLX,35525,18000.0,FWD,2.4L Inline-4,I4 FWD,Black,Brown,"Gonzales, LA",0
2020,Acura,TLX,5640,33996.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Beige,"Macon, GA",0
2017,Acura,TLX,13932,18999.0,FWD,2.4L Inline-4,I4 FWD,Blue,Gray,"Warminster, PA",0
2017,Acura,TLX,40401,19388.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Langhorne, PA",0
2017,Acura,TLX,26586,18993.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Clarksville, TN",0
2017,Acura,TLX,42294,16950.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Buford, GA",1
2017,Acura,TLX,27184,22480.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Gray,"Phoenix, AZ",0
2017,Acura,TLX,25399,26679.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Black,"Cockeysville, MD",0
2018,Acura,TLX,28981,22580.0,FWD,2.4L Inline-4,2.4L FWD,Black,Beige,"Bethesda, MD",0
2017,Acura,TLX,34927,18995.0,FWD,2.4L Inline-4,I4 FWD,Silver,Unknown,"Cerritos, CA",0
2020,Acura,TLX,1116,34145.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Pembroke Pines, FL",0
2018,Acura,TLX,12245,26988.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Gray,"Lilburn, GA",0
2016,Acura,TLX,43972,16534.0,FWD,2.4L Inline-4,FWD,Black,Black,"Lombard, IL",0
2017,Acura,TLX,65659,18586.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Birmingham, AL",0
2018,Acura,TLX,24746,29500.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"St Louis, MO",0
2017,Acura,TLX,31422,16661.0,FWD,2.4L Inline-4,I4 FWD,Black,Brown,"Avenel, NJ",0
2015,Acura,TLX,56906,15492.0,FWD,2.4L Inline-4,FWD,Black,Gray,"Cary, NC",0
2019,Acura,TLX,11517,27792.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Phoenix, AZ",0
2015,Acura,TLX,35239,15950.0,FWD,2.4L Inline-4,FWD,White,Black,"Chicago, IL",0
2016,Acura,TLX,34173,20375.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Brown,"Frederick, MD",0
2016,Acura,TLX,43643,20995.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Gray,"Canton, CT",0
2019,Acura,TLX,5459,26941.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Black,Gray,"West Palm Beach, FL",0
2017,Acura,TLX,46682,17807.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Lodi, CA",0
2019,Acura,TLX,10848,33995.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Unknown,Unknown,"Oakland, CA",0
2017,Acura,TLX,38753,24889.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Unknown,"Bloomington, MN",0
2018,Acura,TLX,46119,18955.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Chicago, IL",0
2016,Acura,TLX,35852,19993.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Fairfield, OH",0
2017,Acura,TLX,30329,18995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Unknown,"Union City, GA",1
2020,Acura,TLX,4248,26650.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Bethesda, MD",0
2018,Acura,TLX,20540,21350.0,FWD,2.4L Inline-4,2.4L FWD,White,Black,"Chicago, IL",0
2017,Acura,TLX,28646,19490.0,FWD,2.4L Inline-4,I4 FWD,Black,Unknown,"Sterling, VA",2
2017,Acura,TLX,23214,22886.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Gray,"Willimantic, CT",0
2019,Acura,TLX,2164,36884.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,White,Brown,"West Chester, PA",0
2016,Acura,TLX,19008,21409.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Gray,"Garden Grove, CA",0
2017,Acura,TLX,26530,23000.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Blue,Gray,"Ellicott City, MD",0
2017,Acura,TLX,22076,18995.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"Virginia Beach, VA",0
2017,Acura,TLX,100355,16990.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Beige,"Huntsville, AL",0
2019,Acura,TLX,27589,21995.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Plantation, FL",0
2017,Acura,TLX,51213,20997.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Brown,"Mendon, MA",0
2015,Acura,TLX,42058,19995.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Unknown,"Great Falls, MT",0
2017,Acura,TLX,49029,23788.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Unknown,"St Paul, MN",0
2020,Acura,TLX,5690,32760.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Black,"Pleasanton, CA",0
2017,Acura,TLX,13834,20995.0,FWD,2.4L Inline-4,I4 FWD,Gray,Unknown,"Gaithersburg, MD",0
2016,Acura,TLX,50000,18499.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Sacramento, CA",0
2017,Acura,TLX,32776,17250.0,FWD,2.4L Inline-4,I4 FWD,Red,Black,"Rockwall, TX",0
2020,Acura,TLX,10,28674.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"Denver, CO",0
2017,Acura,TLX,19400,22579.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Brown,"Cockeysville, MD",0
2017,Acura,TLX,22105,17967.0,FWD,2.4L Inline-4,I4 FWD,Red,Beige,"Inglewood, CA",0
2016,Acura,TLX,39998,17395.0,FWD,2.4L Inline-4,FWD,Unknown,Black,"Greensboro, NC",0
2017,Acura,TLX,21171,20985.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Gray,Black,"Hoover, AL",0
2020,Acura,TLX,2019,29500.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"St Louis, MO",0
2017,Acura,TLX,15871,22038.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Unknown,"Horsham, PA",0
2017,Acura,TLX,23290,23490.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Sterling, VA",2
2017,Acura,TLX,36344,19290.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Silver,Black,"Plano, TX",0
2017,Acura,TLX,24039,17589.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Grand Prairie, TX",0
2017,Acura,TLX,31615,19000.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Gray,Unknown,"Sewell, NJ",0
2018,Acura,TLX,101,33673.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,Red,Black,"Scottsdale, AZ",0
2016,Acura,TLX,39998,17395.0,FWD,2.4L Inline-4,FWD,Unknown,Black,"Greensboro, NC",0
2018,Acura,TLX,6476,30495.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Honolulu, HI",0
2015,Acura,TLX,42079,16590.0,FWD,2.4L Inline-4,FWD with Technology Package,Unknown,Black,"Tulsa, OK",0
2018,Acura,TLX,35103,20798.0,FWD,2.4L Inline-4,2.4L FWD,Blue,Black,"Palatine, IL",1
2017,Acura,TLX,65659,18586.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Birmingham, AL",0
2017,Acura,TLX,33976,18995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Gray,"Bountiful, UT",1
2018,Acura,TLX,25996,27899.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Gray,Black,"Acton, MA",0
2020,Acura,TLX,2200,29999.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Black,Black,"Morton Grove, IL",0
2019,Acura,TLX,11517,27792.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Phoenix, AZ",0
2016,Acura,TLX,50000,18499.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Sacramento, CA",0
2018,Acura,TLX,33380,25998.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Unknown,Unknown,"Palatine, IL",0
2020,Acura,TLX,1920,29500.0,FWD,2.4L Inline-4,2.4L FWD,White,Beige,"St Louis, MO",0
2017,Acura,TLX,23214,22886.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Gray,"Willimantic, CT",0
2017,Acura,TLX,38753,24889.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Unknown,"Bloomington, MN",0
2017,Acura,TLX,26530,23000.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Blue,Gray,"Ellicott City, MD",0
2015,Acura,TLX,94454,14000.0,FWD,2.4L Inline-4,FWD,White,Gray,"Norfolk, VA",0
2017,Acura,TLX,15978,21795.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Harvey, LA",0
2015,Acura,TLX,29451,16825.0,FWD,2.4L Inline-4,FWD,White,Unknown,"Henrietta, TX",0
2017,Acura,TLX,51213,20997.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Brown,"Mendon, MA",0
2020,Acura,TLX,4250,34900.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"Salt Lake City, UT",0
2016,Acura,TLX,24258,21200.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Durham, NC",0
2020,Acura,TLX,1165,34992.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Black,"Concord, CA",0
2018,Acura,TLX,46554,21125.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Westmont, IL",0
2017,Acura,TLX,18339,20495.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Nanuet, NY",0
2017,Acura,TLX,49029,23788.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Unknown,"St Paul, MN",0
2017,Acura,TLX,100355,16990.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Beige,"Huntsville, AL",0
2020,Acura,TLX,2509,37400.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,Black,Red,"Maple Shade, NJ",0
2016,Acura,TLX,35852,19993.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Fairfield, OH",0
2017,Acura,TLX,22069,19490.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Laurel, MD",0
2018,Acura,TLX,18667,27995.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Honolulu, HI",0
2017,Acura,TLX,34967,24000.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Gray,"Indianapolis, IN",0
2018,Acura,TLX,26022,19994.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Apex, NC",2
2016,Acura,TLX,19008,21409.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Gray,"Garden Grove, CA",0
2017,Acura,TLX,38533,20101.0,FWD,3.5L V-6,V6 FWD,Silver,Black,"Louisville, KY",0
2018,Acura,TLX,16934,24976.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Woodstock, GA",0
2019,Acura,TLX,4343,30863.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Red,Black,"West Chester, PA",0
2015,Acura,TLX,100797,13500.0,FWD,2.4L Inline-4,FWD with Technology Package,White,Black,"Denver, CO",0
2015,Acura,TLX,34419,16981.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Brown,"Arlington, VA",0
2019,Acura,TLX,4095,38295.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Black,Black,"Brentwood, TN",0
2020,Acura,TLX,4721,30534.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Dallas, TX",0
2017,Acura,TLX,15871,22038.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Unknown,"Horsham, PA",0
2017,Acura,TLX,23290,23490.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Sterling, VA",2
2018,Acura,TLX,24492,26995.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Black,"Honolulu, HI",0
2016,Acura,TLX,38543,19999.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Unknown,"Leesport, PA",0
2015,Acura,TLX,34637,19995.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Beige,"Lexington, KY",0
2019,Acura,TLX,9202,27175.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"Duluth, GA",0
2017,Acura,TLX,21917,23490.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Sterling, VA",0
2017,Acura,TLX,31449,22998.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Silver,Gray,"Maumee, OH",0
2017,Acura,TLX,29155,24790.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Brown,"Orland Park, IL",0
2017,Acura,TLX,20613,19950.0,FWD,2.4L Inline-4,I4 FWD,Black,Unknown,"Sterling, VA",0
2018,Acura,TLX,43673,24895.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Gray,Black,"Richmond, VA",0
2017,Acura,TLX,30329,18995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Unknown,"Union City, GA",1
2019,Acura,TLX,5070,30741.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,Blue,Red,"West Palm Beach, FL",0
2020,Acura,TLX,2170,37897.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Unknown,"Gainesville, FL",0
2017,Acura,TLX,36868,19377.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Springfield Township, NJ",0
2020,Acura,TLX,4248,26650.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"Bethesda, MD",0
2019,Acura,TLX,16754,26850.0,FWD,2.4L Inline-4,2.4L FWD,Black,Beige,"Modesto, CA",0
2017,Acura,TLX,30904,22000.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Brown,"Baltimore, MD",0
2019,Acura,TLX,6973,31900.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Red,Beige,"Metairie, LA",0
2017,Acura,TLX,14794,26500.0,FWD,3.5L V-6,V6 FWD with Advance Package,Silver,Gray,"Tustin, CA",0
2019,Acura,TLX,14,37900.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,White,Red,"Peoria, AZ",0
