Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Portland, OR",0
2019,Acura,TLX,0,43095,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,43095,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,43795,FWD,3.5L V-6,3.5L FWD with A-Spec Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,43095,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,43795,FWD,3.5L V-6,3.5L FWD with A-Spec Package,,,"Alhambra, CA",0
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Riverside, CA",0
2019,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Riverside, CA",0
2019,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Riverside, CA",0
2019,Acura,TLX,0,39195,SH-AWD,3.5L V-6,3.5L SH-AWD,,,"Riverside, CA",0
2019,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Riverside, CA",0
2019,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Riverside, CA",0
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Riverside, CA",0
2019,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Riverside, CA",0
2019,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Riverside, CA",0
2020,Acura,TLX,0,50945,SH-AWD,3.5L V-6,3.5L SH-AWD PMC Edition,,,"Minneapolis, MN",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,43795,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,46945,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,,,"Colorado Springs, CO",0
